,text,labels
1251,"['При получении , сколько получится ?']",Сумма
516,['******* Сбербанк'],Реквизиты
145,['Оплату 300 за на карту скину так устроит'],Статус оплаты
663,Напишите мне номер карты я оплачу этот костюм сразу с доставкой 2800,Реквизиты
1529,['А по стоимости ? у вас скидки на все ?'],Акции / Скидки
314,"Давай два , я правда один оплатила только",Статус оплаты
228,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Статус оплаты
1488,['Ну розыгрыш не делаете ?'],Акции / Скидки
303,Добрый день.Пришло смс об отправке посылки. Когда оплачивать?Сейчас?,Статус оплаты
1158,"['При получении , сколько получится сумма']",Сумма
1668,"Спасибо! Можно тогда я отправлю деньги вам на карту завтра после того, как вы уточните, что он в наличии? ",Способы оплаты
194,"Попробую через карту, но только в понедельник смогу деньги положить на карту валютную. И сразу же отпишусь вам или скри6шот страницы сделаю.",Статус оплаты
712,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
886,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
1622,['по стоимости ? Сейчас у вас скидки на все ?'],Акции / Скидки
437,['******* ? ?'],Реквизиты
1608,['че розыгрыш не делаете ?'],Акции / Скидки
1711,А оплата комбинезона сразу или при получении после примерки?,Способы оплаты
1721,Добрый день . ** размер костюма . как оплатить,Способы оплаты
696,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
1611,['че розыгрыш не делаете ?'],Акции / Скидки
1784,И как можно по карте оплатить?,Способы оплаты
670,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 92'],Инцидент
1153,['вы мне сумму так написали ?'],Сумма
38,['Оплату 300 за почту карту скину так устроит'],Статус оплаты
1518,['че розыгрыш не делаете ?'],Акции / Скидки
1235,"['При , сколько получится сумма ?']",Сумма
945,['Вы обещали вернуть 300 р. на карту Номер карты : 4072 3408 92'],Инцидент
1701,картой не получается тогда на почте при получении как всегда,Способы оплаты
1509,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
1633,['А по стоимости ? Сейчас у вас на все ?'],Акции / Скидки
468,"['На карту сбербанка . Напишите , пожалуйста : ) ) )']",Реквизиты
686,"['давайте сейчас решим , а то завтра не ответить']",Инцидент
1237,"['получении , сколько получится сумма ?']",Сумма
37,['Хорошо сейчас оплачу'],Статус оплаты
1528,['Ну че не делаете ?'],Акции / Скидки
1376,['Ну че не делаете ?'],Акции / Скидки
907,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 3408'],Инцидент
410,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1146,"['При , сколько получится сумма ?']",Сумма
1595,['Ну че розыгрыш не делаете'],Акции / Скидки
948,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
1053,['вы сумму так и написали ?'],Сумма
1728,Ок.оплата при получении на почте?,Способы оплаты
761,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 3408'],Инцидент
1019,['мне сумму так и написали ?'],Сумма
1933,в Санкт-Петербург можно? оплата при получении на почте?,Способы оплаты
1925,Оплата картой,Способы оплаты
1122,"['получении , сколько получится сумма ?']",Сумма
996,['вы мне сумму и написали ?'],Сумма
1861,Спасибо.а оплачивать можно курьеру.,Способы оплаты
1,['Оплату 300 за почту на карту скину так'],Статус оплаты
845,"['давайте сейчас решим , а то не смогу ответить']",Инцидент
4,['Хорошо сейчас оплачу'],Статус оплаты
1001,"['При получении , сколько получится ?']",Сумма
1104,['вы мне так и написали ?'],Сумма
919,"['давайте сейчас решим , а завтра не смогу ответить']",Инцидент
1354,['Ну че розыгрыш делаете ?'],Акции / Скидки
1338,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
1355,['А по ? Сейчас у вас скидки на все ?'],Акции / Скидки
408,"['На карту сбербанка . Напишите , пожалуйста : ) ) )']",Реквизиты
395,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1137,"['При получении , сколько сумма ?']",Сумма
1042,['вы мне сумму и написали ?'],Сумма
751,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
792,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
122,['Оплату 300 за почту на карту скину так'],Статус оплаты
1492,['А по стоимости ? у вас скидки на все ?'],Акции / Скидки
1637,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
367,['? Сбербанк ?'],Реквизиты
1006,"['При , сколько получится сумма ?']",Сумма
1737,Хорошо) значит наложенный платеж.,Способы оплаты
30,['Оплату 300 за почту на карту скину устроит'],Статус оплаты
1579,['А по стоимости ? Сейчас у скидки на все ?'],Акции / Скидки
53,"[', сейчас оплачу']",Статус оплаты
1568,['Ну че розыгрыш не ?'],Акции / Скидки
675,"['давайте сейчас решим , а то завтра не ответить']",Инцидент
1489,['Ну че розыгрыш не делаете'],Акции / Скидки
1490,['Ну че не делаете ?'],Акции / Скидки
1487,['Ну че не делаете ?'],Акции / Скидки
688,['Вы обещали вернуть 300 р. карту . Номер карты : 4072 3408 92'],Инцидент
1849,Оплата на почте при получении .,Способы оплаты
762,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
1978,Оплата на почте - это как наложенный платеж?,Способы оплаты
590,***** *********** М . Номер счета карты : ********** ********** Банк получателя : Сбербанк ****** БИК : ******** * Корр . счет : ********** ******** ** *** : ********** КПП : ******* ** Номер карты ********** ******,Реквизиты
108,"['Хорошо , оплачу']",Статус оплаты
1717,Оплачивать можно сейчас ?,Способы оплаты
243,Здравствуйте я на карту перевела ****,Статус оплаты
771,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 3408'],Инцидент
1862,а если перевод то на карту сбербанка?,Способы оплаты
644,"Хорошо, номер карты: 5469 5500 3023 8288",Реквизиты
770,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
185,Деньги должны были поступить к 6:30 утра,Статус оплаты
1671,"оплата при получении или как, привет",Способы оплаты
825,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
444,"['На карту . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
1752,Ещё вопросы :оплата при получении? ,Способы оплаты
917,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
1046,['При получении сколько получится сумма ?'],Сумма
1484,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
593,Сегодня постараюсь перевести чуток докину на карту,Реквизиты
623,Напишите пожалуйста куда перевести оплату,Реквизиты
1761,мне удобнее оплатить на карту,Способы оплаты
1790,Почтой оплата при получении .,Способы оплаты
747,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
1786,А оплату скинем на карту,Способы оплаты
317,Ну сегодня не отправите?:),Статус оплаты
1616,['А по ? Сейчас у вас скидки на все ?'],Акции / Скидки
183,Оплату 300 за почту на карту скину так устроит,Статус оплаты
821,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
1365,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
1350,['че розыгрыш не делаете ?'],Акции / Скидки
1209,"['При получении , сколько сумма ?']",Сумма
786,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
901,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
1852,"И скажите,  если заказывать почтой оплата при получении осуществляется ?",Способы оплаты
1864,Но я там процент оплачиваю ?,Способы оплаты
345,['? Сбербанк ?'],Реквизиты
1016,"['При получении , сколько получится ?']",Сумма
1974,На почте при получении,Способы оплаты
1327,"То есть, 820+300= 1120 рублей, верно?",Сумма
1184,"['При , сколько получится сумма ?']",Сумма
77,['Оплату 300 почту на карту скину так устроит'],Статус оплаты
1546,['А по стоимости ? Сейчас вас скидки на все ?'],Акции / Скидки
634,Только можно получателя исправить,Реквизиты
1303,"['При получении , получится сумма ?']",Сумма
1705,Напишите пожалуйста сразу как можно оплатить и как быстро отправляете после оплаты?,Способы оплаты
1425,['Ну че розыгрыш не ?'],Акции / Скидки
0,"[', сейчас оплачу']",Статус оплаты
390,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1856,"Теперь способы оплаты,пожалуйста",Способы оплаты
1322,Хорошо сколько тогда я вам перевожу вместе с суммой халата,Сумма
54,['Хорошо сейчас оплачу'],Статус оплаты
92,['Оплату 300 за почту на скину так устроит'],Статус оплаты
537,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1232,['вы мне так и написали ?'],Сумма
284,*** доброе утро ! Можно оплатить заказ ? Доктор деньги принёс !,Статус оплаты
90,['Хорошо сейчас оплачу'],Статус оплаты
1113,['вы мне сумму так и написали'],Сумма
843,"['давайте сейчас решим , а то завтра смогу ответить']",Инцидент
306,"Добрый день, оплата пришла",Статус оплаты
1700,Оплата картой,Способы оплаты
35,"['Хорошо , сейчас']",Статус оплаты
1848,"Если можно,то на почте при получении",Способы оплаты
1424,['Ну че розыгрыш не делаете'],Акции / Скидки
1183,['вы сумму так и написали ?'],Сумма
1780,Оплата сразу или при получении?,Способы оплаты
1118,['вы сумму так и написали ?'],Сумма
1126,"['При получении , сколько получится ?']",Сумма
411,['******* Сбербанк'],Реквизиты
1730,Способ оплаты: Банковской картой,Способы оплаты
938,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
446,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1580,['Ну че розыгрыш не ?'],Акции / Скидки
505,['******* Сбербанк'],Реквизиты
1368,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
1498,['Ну че розыгрыш не делаете'],Акции / Скидки
1511,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
1883,Пацких Кристина Анатольевна. При получении на почте.,Способы оплаты
1566,['А по стоимости ? Сейчас у скидки на все ?'],Акции / Скидки
451,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
911,['обещали вернуть 300 р. на карту . Номер карты : 4072 3408 92'],Инцидент
987,я не буду делать заказ.,Инцидент
1562,['А по стоимости ? у вас скидки на все ?'],Акции / Скидки
22,"[', сейчас оплачу']",Статус оплаты
1112,"['При получении , сколько получится ?']",Сумма
1836,"Юля, здравствуйте. Можно я оплачу при получении на почте?",Способы оплаты
1413,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
1063,['вы мне сумму и написали ?'],Сумма
999,"['При получении , получится сумма ?']",Сумма
250,Я насчет оплаты ),Статус оплаты
1764,Оплата картой,Способы оплаты
204,"Вы напишите,пожалуйста, когда будет готово,когда оплатить",Статус оплаты
1228,"['При получении , сколько получится ?']",Сумма
1336,['А по стоимости ? Сейчас у вас на все ?'],Акции / Скидки
1584,['Ну че розыгрыш не делаете'],Акции / Скидки
782,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 3408'],Инцидент
1305,"При получении, сколько получится сумма?",Сумма
1702,Надеюсь цена не изменилась. Оплачу при получении на почте,Способы оплаты
819,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 92'],Инцидент
1293,"['При получении , сколько получится сумма']",Сумма
707,"['сейчас решим , а то завтра не смогу ответить']",Инцидент
1553,['Ну че розыгрыш не ?'],Акции / Скидки
757,['Вы обещали вернуть 300 р. на карту . Номер карты : 3408 92'],Инцидент
384,"['На карту сбербанка . реквизиты , пожалуйста : ) ) )']",Реквизиты
946,"['давайте сейчас решим , а завтра не смогу ответить']",Инцидент
984,"Пакет целый. Номер карты 4276 8490 2859 2516 это сбербанк. Наверное,просто обувь мне все таки не стоит покупать в инете. Рискнула и вот... но всеравно спасибо за понимание.",Инцидент
482,"['На сбербанка . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
221,Перевел! Подтвердите пожалуйста получение.,Статус оплаты
1698,Давайте с карты),Способы оплаты
1379,['Ну че розыгрыш не ?'],Акции / Скидки
790,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
207,Я насчёт оплаты ),Статус оплаты
1639,['А по стоимости ? у вас скидки на все ?'],Акции / Скидки
1205,"['При получении , сколько сумма ?']",Сумма
96,['Оплату 300 за почту на карту скину устроит'],Статус оплаты
1043,['мне сумму так и написали ?'],Сумма
973,"Мне бы хотелось 40 размер заказать, поэтому подожду, пока сошьете. Деньги отправлю на карту Вам. Единственное, они возвращаются, если вдруг заказ по какой-то причине не придет? ",Инцидент
237,"Ей все равно шить, а ручки я оплатила должны прийти",Статус оплаты
1410,['Ну че розыгрыш не ?'],Акции / Скидки
604,Давайте на карту ) так привычнее,Реквизиты
1220,"['При получении , сколько получится сумма']",Сумма
798,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
398,"['На карту сбербанка Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
1680,Адрес тот же. Оплата при получении так как завищу от зп.,Способы оплаты
376,"['На карту сбербанка . Напишите реквизиты , : ) ) )']",Реквизиты
1076,['мне сумму так и написали ?'],Сумма
1773,"На почте сразу оплачу, при получении. Спасибо Вам)))",Способы оплаты
933,['Вы обещали вернуть р. на карту . Номер карты : 4072 3408 92'],Инцидент
1381,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
1554,['че розыгрыш не делаете ?'],Акции / Скидки
635,Оплата на яд или Сбербанк ?,Реквизиты
530,['******* Сбербанк'],Реквизиты
1926,ВМ оплата или СБЕР?,Способы оплаты
289,То есть в сентябре придет?,Статус оплаты
1688,"оплачу при получении , ********** *",Способы оплаты
546,['******* Сбербанк'],Реквизиты
1985,Можно оплатить на почте при получении?,Способы оплаты
134,"['Хорошо , оплачу']",Статус оплаты
1794,НА КАРТУ ОПЛАТА,Способы оплаты
279,"Блин,скриншот уже не получится :-(ну ждите когда придут тогда, я с той же карты отправлял что и вчера.",Статус оплаты
1914,И я жду.сообщите.оплачу на карту.спасибо,Способы оплаты
531,['******* Сбербанк'],Реквизиты
802,"['давайте сейчас решим , а завтра не смогу ответить']",Инцидент
1408,['Ну че розыгрыш не ?'],Акции / Скидки
89,"['Хорошо , сейчас']",Статус оплаты
1021,"['При получении , сколько получится сумма']",Сумма
1180,['вы мне сумму так написали ?'],Сумма
979,"При получении, я в тот раз заплатила картой а они у меня всё ровно деньги взяли",Инцидент
1154,['вы мне так и написали ?'],Сумма
885,"['давайте сейчас решим , а завтра не смогу ответить']",Инцидент
550,['******* Сбербанк'],Реквизиты
719,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
500,"['На карту сбербанка . Напишите реквизиты , пожалуйста ) ) )']",Реквизиты
854,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
459,['******* ? ?'],Реквизиты
1742,А после получения на карту нельзя?,Способы оплаты
450,['? Сбербанк ?'],Реквизиты
1654,А скидка какая то новогодняя есть ? ! ),Акции / Скидки
1477,['А по стоимости ? Сейчас у вас на все ?'],Акции / Скидки
1929,Можно тогда в заказ.оплата при получении.кроме адреса что еще надо?,Способы оплаты
23,['Оплату 300 за на карту скину так устроит'],Статус оплаты
1672,Мне удобнее будет заплатить на почте,Способы оплаты
580,Что за карта у тебя?,Реквизиты
307,Ожидаем оплаты,Статус оплаты
678,['Вы обещали вернуть р. на карту . Номер карты : 4072 3408 92'],Инцидент
988,незнаю как вернуть деньги,Инцидент
72,['Хорошо сейчас оплачу'],Статус оплаты
1726,"я вам данные написала, оплачу на почте заказ",Способы оплаты
1170,"['При , сколько получится сумма ?']",Сумма
1389,['Ну че розыгрыш не ?'],Акции / Скидки
287,"На счет оплаты я вам отвечу или вечером или завтра, посмотрю на карточке есть ли деньги",Статус оплаты
315,Хорошо.  Завтра оплачу,Статус оплаты
464,"['На карту сбербанка . Напишите реквизиты , пожалуйста ) ) )']",Реквизиты
667,['Вы обещали вернуть 300 р. на карту . Номер карты : 3408 92'],Инцидент
85,['Оплату 300 за почту карту скину так устроит'],Статус оплаты
631,"юля перепроверьте номер карты который вы мне скинули, очень много цифр наверно, пишет, что такой карты не существует",Реквизиты
704,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
847,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
1988,Оплата картой,Способы оплаты
939,"['давайте сейчас решим , а завтра не смогу ответить']",Инцидент
1431,['А по стоимости ? Сейчас вас скидки на все ?'],Акции / Скидки
1474,['Ну че не делаете ?'],Акции / Скидки
1897,Оплата при получении на почте,Способы оплаты
606,На карту сбербанка,Реквизиты
969,Пришла посылка но меня просят ее еще раз оплатить,Инцидент
200,Я же перевела деньги,Статус оплаты
1292,"['получении , сколько получится сумма ?']",Сумма
333,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1075,"['При , сколько получится сумма ?']",Сумма
1378,['Ну че розыгрыш делаете ?'],Акции / Скидки
1329,['А по стоимости ? Сейчас у вас на все ?'],Акции / Скидки
275,Хорошо! Я сегодня-завтра оплачу и вам напишу))))),Статус оплаты
1776,Вы без предоплаты ? наложным платежом можно ?,Способы оплаты
567,"['На карту . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
39,"['Хорошо , сейчас']",Статус оплаты
95,['Оплату 300 за почту на карту скину устроит'],Статус оплаты
1694,Или давайте я лучше при получении оплачу на почте,Способы оплаты
510,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1514,['А по стоимости ? Сейчас у вас на все ?'],Акции / Скидки
135,"['Хорошо , сейчас']",Статус оплаты
962,"А если на карту перевезти, то когда нужно?",Инцидент
1077,"['При получении , сколько получится ?']",Сумма
499,"['На карту . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
1899,оплата банковской картой ,Способы оплаты
558,['На карту сбербанка . Напишите реквизиты пожалуйста : ) ) )'],Реквизиты
358,['******* Сбербанк'],Реквизиты
1090,"['При получении , сколько получится сумма']",Сумма
810,['Вы обещали вернуть 300 р. на карту Номер карты : 4072 3408 92'],Инцидент
326,"*** , я вам перевела деньги **** . Оплату произвела с карты ******* ********** Ч .",Статус оплаты
213,и не забудьте оплатить ),Статус оплаты
1558,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
1663,"ок,отлично.спасибо.как вносить оплату?",Способы оплаты
146,['Оплату 300 за почту на карту скину так'],Статус оплаты
626,"Удобней на карту, у Вас Сбербанк?",Реквизиты
359,['******* Сбербанк'],Реквизиты
129,['Оплату 300 за почту на скину так устроит'],Статус оплаты
995,"Юляша, не могу перевести 5 раз уже пробывала давай тв",Инцидент
689,['Вы обещали вернуть 300 р. на карту . Номер карты 4072 3408 92'],Инцидент
880,"['сейчас решим , а то завтра не смогу ответить']",Инцидент
133,"['Хорошо , сейчас']",Статус оплаты
856,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 92'],Инцидент
877,"['давайте сейчас решим , а то завтра не смогу']",Инцидент
735,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
651,Номер карты получателя: ,Реквизиты
308,"ЗДРАВСТВУЙТЕ ЮЛИЯ,ХОРОШО В ТЕЧЕНИИ ЧАСА ОПЛАЧУ!",Статус оплаты
294,"Хорошо, завтра оплачу",Статус оплаты
1274,"['При получении , сколько получится ?']",Сумма
1162,"['При получении , сколько получится сумма']",Сумма
1068,['При получении сколько получится сумма ?'],Сумма
1164,"['При получении , сколько получится сумма']",Сумма
1775,"Да,да)))я буду оплачивать на карту",Способы оплаты
1920,"хорошо, спасибо) я могу оплатить до конца недели?)",Способы оплаты
203,Оплачено **** с карты **** ****** ********** *********,Статус оплаты
1318,Это на сколько все выйдет?,Сумма
1796,"Ок, оплата картой?",Способы оплаты
258,Пришли деньги ? ),Статус оплаты
1699,Оплата удобнее по карте.,Способы оплаты
414,"['карту сбербанка . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
1759,"*** , с оплатой наложенным платежом Серый и белый ** размера Модель",Способы оплаты
1171,['вы сумму так и написали ?'],Сумма
1311,Сколько переводить то,Сумма
1615,['Ну че розыгрыш не делаете'],Акции / Скидки
842,['Вы обещали вернуть 300 р. на карту . Номер : 4072 3408 92'],Инцидент
1517,['А по стоимости ? Сейчас у вас на все ?'],Акции / Скидки
541,['******* Сбербанк'],Реквизиты
346,['******* Сбербанк'],Реквизиты
193,Сейчас переведу деньги,Статус оплаты
256,"Ну да, если только вы его вышлите, а при получении я оплачу)",Статус оплаты
640,"639002679016980520 Сбербанк,номер карты!  Мобильный банк 89199424777!",Реквизиты
729,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
784,['Вы обещали 300 р. на карту . Номер карты : 4072 3408 92'],Инцидент
1174,"['При получении , сколько получится сумма']",Сумма
266,перевод пришел,Статус оплаты
69,['Оплату 300 за на карту скину так устроит'],Статус оплаты
1172,"['При получении , сколько получится ?']",Сумма
1239,"['При получении , сколько сумма ?']",Сумма
692,['Вы обещали вернуть 300 р. на карту . Номер карты : 3408 92'],Инцидент
232,"Добрый день,  вы бронировали пост на завтра, можете оплачивать и скидывать пост.",Статус оплаты
700,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 92'],Инцидент
574,"На карту сбербанка. Напишите реквизиты, пожалуйста:)))",Реквизиты
1495,['Ну че не делаете ?'],Акции / Скидки
1816,Ерошевская ******** *********** . Переведу на карту .,Способы оплаты
1589,['че розыгрыш не делаете ?'],Акции / Скидки
1876,"Вы ж отправляете наложкой соответственно это на почте клиент оплачивает, а я на вот Ваши модели и фирмы другой с которой сотрудничаю так делаю небольшую накидку в цене, если у вас наложенным платежом то свою добавку в цене мне клиент перечисляет как предоплату, а я передаю Вам заказ, а если 100%оплата так же, перевожу сумму ту которую Вы установили, а остальное это мой доход!  Вот такую систему придумала! Но это пока я не могу опт закупить, мне нужны новинки!",Способы оплаты
1952,На карту могу перевести,Способы оплаты
435,"['На карту сбербанка . Напишите реквизиты , пожалуйста ) ) )']",Реквизиты
1895,"Теперь способы оплаты,пожалуйста",Способы оплаты
431,"['На карту сбербанка . реквизиты , пожалуйста : ) ) )']",Реквизиты
352,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1709,Давайте банковской картой,Способы оплаты
632,Скинете номер карты или реквизит,Реквизиты
147,"['Хорошо , оплачу']",Статус оплаты
1324,"Спасибо за  ответ. А как платить и сколько будет стоить??? И ещё, как выбрать размер???",Сумма
668,['Вы обещали вернуть 300 р. на карту . Номер : 4072 3408 92'],Инцидент
362,['******* ? ?'],Реквизиты
904,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
738,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
990,Что будем делать?,Инцидент
405,"['На карту сбербанка . Напишите реквизиты , : ) ) )']",Реквизиты
1176,"['При , сколько получится сумма ?']",Сумма
433,['? Сбербанк ?'],Реквизиты
1857,Хорошо ! А можно оплатить при получении ?,Способы оплаты
1252,"['При получении , сколько получится сумма']",Сумма
1395,['по стоимости ? Сейчас у вас скидки на все ?'],Акции / Скидки
1673,"Онлайн заплатить не могу,карта заблокирована",Способы оплаты
1986,"Я  у вас заказывала,могу и оплатить так и так",Способы оплаты
214,Отправила.  Карта Пилюгина Андрея,Статус оплаты
264,"Оплату получили ,",Статус оплаты
1147,['вы мне сумму так и написали'],Сумма
1643,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
1102,"['При , сколько получится сумма ?']",Сумма
1732,Оплата на почте ?,Способы оплаты
861,['Вы обещали вернуть р. на карту . Номер карты : 4072 3408 92'],Инцидент
1138,['вы мне сумму так и ?'],Сумма
1924,при получении на почте,Способы оплаты
201,"Идёт! Возможно я даже смогу перевести деньги на карту, если это будет возможно.",Статус оплаты
1039,"['При , сколько получится сумма ?']",Сумма
1653,(СКИДКА при оплате аванса до 20 сентября),Акции / Скидки
291,"А денежку переведите , пожалуйста ",Статус оплаты
730,['Вы обещали вернуть 300 на карту . Номер карты : 4072 3408 92'],Инцидент
1871,Как я поняла наложенным платежом отправляете ?,Способы оплаты
785,"['давайте сейчас решим , а завтра не смогу ответить']",Инцидент
857,['Вы обещали вернуть 300 р. на карту Номер карты : 4072 3408 92'],Инцидент
1206,"['При получении , сколько получится ?']",Сумма
383,['******* ? ?'],Реквизиты
144,['Хорошо сейчас оплачу'],Статус оплаты
1372,['че розыгрыш не делаете ?'],Акции / Скидки
872,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
296,"Деньги перевела через киви кошелёк, как поступят напишите.",Статус оплаты
1391,['Ну че розыгрыш не ?'],Акции / Скидки
1286,['вы мне сумму так и написали'],Сумма
1506,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
1973,Оплата сразу у вас?или на почте надо оплачивать?,Способы оплаты
87,['Оплату 300 за почту на карту скину устроит'],Статус оплаты
1951,могу на карту перевести,Способы оплаты
1447,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
1631,['А по стоимости ? у вас скидки на все ?'],Акции / Скидки
1268,"['При получении , сколько получится ?']",Сумма
82,['Оплату 300 за на карту скину так устроит'],Статус оплаты
453,['******* Сбербанк'],Реквизиты
1299,['вы мне так и написали ?'],Сумма
703,"['сейчас решим , а то завтра не смогу ответить']",Инцидент
620,Номер карты получателя: ,Реквизиты
489,"['На карту сбербанка . Напишите , пожалуйста : ) ) )']",Реквизиты
564,['? Сбербанк ?'],Реквизиты
389,"['На карту . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
779,['Вы обещали вернуть 300 на карту . Номер карты : 4072 3408 92'],Инцидент
20,['Оплату за почту на карту скину так устроит'],Статус оплаты
1564,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
1079,"['получении , сколько получится сумма ?']",Сумма
1582,['А стоимости ? Сейчас у вас скидки на все ?'],Акции / Скидки
1577,['Ну че розыгрыш делаете ?'],Акции / Скидки
1874,КАРТОЙ ОПЛАТА,Способы оплаты
935,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 92'],Инцидент
1880,"Здравструйте! Давайте я оплачу заказ по почте при получении, хорошо?",Способы оплаты
1755,Спасибо! Тогда на почте при получении.,Способы оплаты
1057,"['получении , сколько получится сумма ?']",Сумма
1175,['вы мне сумму так и написали'],Сумма
520,['На карту сбербанка . Напишите реквизиты пожалуйста : ) ) )'],Реквизиты
1756,Оплата при получении на почте,Способы оплаты
554,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1975,Почтой оплата при получении.,Способы оплаты
1727,"Отправляйте , при получении я оплачу",Способы оплаты
1723,Оплачивать предворительно или при получении на карту ?,Способы оплаты
754,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
850,"['давайте сейчас решим , а то завтра не ответить']",Инцидент
1829,оплата через вебмани R220580086560 или яндекс 410012115070980,Способы оплаты
1744,"Юля по заказу Турантаева обмен, извещение стоит наложенный платеж и почта требует телеграмму чтоб не оплачивать ей наложку , у нее ж оплачен был тот первый халат",Способы оплаты
1335,['Ну че розыгрыш не ?'],Акции / Скидки
502,['******* Сбербанк'],Реквизиты
1948,вы я так поняла почтой отправляете и оплата при получении,Способы оплаты
1320,И сумма какая ? И если можно то сколько каждый костюм стоит ?,Сумма
1765,Мне при получении на почте,Способы оплаты
536,"['На карту сбербанка . Напишите , пожалуйста : ) ) )']",Реквизиты
595,на сбер просто не было,Реквизиты
944,"['давайте сейчас решим , а то завтра не смогу']",Инцидент
638,"пишут: Вы неправильно указали номер карты. Пожалуйста, введите 15, 16, 18 или 19 цифр.",Реквизиты
1055,['вы мне сумму так и ?'],Сумма
608,"Важная информация : не переводите по прошлым реквизитам ничего , я тот счёт закрыл .",Реквизиты
1383,['по стоимости ? Сейчас у вас скидки на все ?'],Акции / Скидки
828,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
586,Юля посмотри точно номер карты она у тебя 18 значная. Сбербанк обычно 16 значный.   Пересмотри номер точно и напиши я перевод сделаю,Реквизиты
